date,queue,volume,aht_seconds
2025-06-01,Claims,469,445
2025-06-01,Billing,338,286
2025-06-01,Customer Service,686,373
2025-06-01,Escalations,82,733
2025-06-01,Technical Support,260,582
2025-06-02,Claims,1303,461
2025-06-02,Billing,873,308
2025-06-02,Customer Service,1668,361
2025-06-02,Escalations,210,641
2025-06-02,Technical Support,670,630
2025-06-03,Claims,932,437
2025-06-03,Billing,827,295
2025-06-03,Customer Service,1631,396
2025-06-03,Escalations,220,711
2025-06-03,Technical Support,578,588
2025-06-04,Claims,882,400
2025-06-04,Billing,833,321
2025-06-04,Customer Service,1390,326
2025-06-04,Escalations,166,665
2025-06-04,Technical Support,522,590
2025-06-05,Claims,974,482
2025-06-05,Billing,719,312
2025-06-05,Customer Service,1149,347
2025-06-05,Escalations,187,711
2025-06-05,Technical Support,577,582
2025-06-06,Claims,936,453
2025-06-06,Billing,618,301
2025-06-06,Customer Service,1236,367
2025-06-06,Escalations,157,734
2025-06-06,Technical Support,494,615
2025-06-07,Claims,729,442
2025-06-07,Billing,498,311
2025-06-07,Customer Service,983,348
2025-06-07,Escalations,127,662
2025-06-07,Technical Support,409,588
2025-06-08,Claims,522,452
2025-06-08,Billing,402,314
2025-06-08,Customer Service,703,347
2025-06-08,Escalations,97,658
2025-06-08,Technical Support,270,602
2025-06-09,Claims,1105,453
2025-06-09,Billing,1009,303
2025-06-09,Customer Service,1769,366
2025-06-09,Escalations,202,736
2025-06-09,Technical Support,604,582
2025-06-10,Claims,1164,436
2025-06-10,Billing,902,284
2025-06-10,Customer Service,1631,362
2025-06-10,Escalations,206,751
2025-06-10,Technical Support,684,591
2025-06-11,Claims,1127,445
2025-06-11,Billing,806,322
2025-06-11,Customer Service,1576,359
2025-06-11,Escalations,168,715
2025-06-11,Technical Support,567,564
2025-06-12,Claims,1132,465
2025-06-12,Billing,743,286
2025-06-12,Customer Service,1302,330
2025-06-12,Escalations,165,688
2025-06-12,Technical Support,478,582
2025-06-13,Claims,834,445
2025-06-13,Billing,661,278
2025-06-13,Customer Service,1115,367
2025-06-13,Escalations,157,739
2025-06-13,Technical Support,505,542
2025-06-14,Claims,642,472
2025-06-14,Billing,594,288
2025-06-14,Customer Service,1018,365
2025-06-14,Escalations,132,698
2025-06-14,Technical Support,347,601
2025-06-15,Claims,528,446
2025-06-15,Billing,345,318
2025-06-15,Customer Service,748,328
2025-06-15,Escalations,88,721
2025-06-15,Technical Support,273,633
2025-06-16,Claims,1076,466
2025-06-16,Billing,843,335
2025-06-16,Customer Service,1756,341
2025-06-16,Escalations,194,734
2025-06-16,Technical Support,652,597
2025-06-17,Claims,1014,478
2025-06-17,Billing,929,300
2025-06-17,Customer Service,1448,343
2025-06-17,Escalations,210,746
2025-06-17,Technical Support,633,585
2025-06-18,Claims,981,418
2025-06-18,Billing,832,292
2025-06-18,Customer Service,1498,361
2025-06-18,Escalations,175,749
2025-06-18,Technical Support,506,603
2025-06-19,Claims,834,480
2025-06-19,Billing,778,280
2025-06-19,Customer Service,1222,342
2025-06-19,Escalations,176,690
2025-06-19,Technical Support,513,597
2025-06-20,Claims,939,452
2025-06-20,Billing,665,310
2025-06-20,Customer Service,1225,342
2025-06-20,Escalations,166,705
2025-06-20,Technical Support,484,599
2025-06-21,Claims,710,429
2025-06-21,Billing,550,298
2025-06-21,Customer Service,858,347
2025-06-21,Escalations,130,694
2025-06-21,Technical Support,385,601
2025-06-22,Claims,455,452
2025-06-22,Billing,371,294
2025-06-22,Customer Service,697,372
2025-06-22,Escalations,86,659
2025-06-22,Technical Support,269,578
2025-06-23,Claims,1324,513
2025-06-23,Billing,987,284
2025-06-23,Customer Service,1501,326
2025-06-23,Escalations,220,726
2025-06-23,Technical Support,696,538
2025-06-24,Claims,1174,445
2025-06-24,Billing,947,332
2025-06-24,Customer Service,1867,323
2025-06-24,Escalations,217,631
2025-06-24,Technical Support,615,555
2025-06-25,Claims,1127,470
2025-06-25,Billing,804,317
2025-06-25,Customer Service,1471,341
2025-06-25,Escalations,178,724
2025-06-25,Technical Support,619,642
2025-06-26,Claims,926,490
2025-06-26,Billing,850,296
2025-06-26,Customer Service,1454,310
2025-06-26,Escalations,155,671
2025-06-26,Technical Support,540,587
2025-06-27,Claims,742,444
2025-06-27,Billing,716,297
2025-06-27,Customer Service,1348,370
2025-06-27,Escalations,150,745
2025-06-27,Technical Support,477,595
2025-06-28,Claims,802,475
2025-06-28,Billing,509,305
2025-06-28,Customer Service,896,351
2025-06-28,Escalations,137,732
2025-06-28,Technical Support,425,602
2025-06-29,Claims,496,496
2025-06-29,Billing,409,278
2025-06-29,Customer Service,774,341
2025-06-29,Escalations,82,696
2025-06-29,Technical Support,252,613
2025-06-30,Claims,1306,479
2025-06-30,Billing,1032,300
2025-06-30,Customer Service,1754,325
2025-06-30,Escalations,195,729
2025-06-30,Technical Support,730,623
2025-07-01,Claims,913,406
2025-07-01,Billing,709,300
2025-07-01,Customer Service,1382,322
2025-07-01,Escalations,189,677
2025-07-01,Technical Support,539,573
2025-07-02,Claims,899,468
2025-07-02,Billing,690,302
2025-07-02,Customer Service,1233,328
2025-07-02,Escalations,160,731
2025-07-02,Technical Support,368,557
2025-07-03,Claims,809,457
2025-07-03,Billing,646,288
2025-07-03,Customer Service,1063,344
2025-07-03,Escalations,151,718
2025-07-03,Technical Support,432,616
2025-07-04,Claims,851,480
2025-07-04,Billing,642,299
2025-07-04,Customer Service,1014,355
2025-07-04,Escalations,130,685
2025-07-04,Technical Support,393,605
2025-07-05,Claims,559,460
2025-07-05,Billing,451,299
2025-07-05,Customer Service,770,318
2025-07-05,Escalations,93,712
2025-07-05,Technical Support,323,611
2025-07-06,Claims,436,435
2025-07-06,Billing,297,281
2025-07-06,Customer Service,627,376
2025-07-06,Escalations,69,717
2025-07-06,Technical Support,224,593
2025-07-07,Claims,1061,424
2025-07-07,Billing,759,288
2025-07-07,Customer Service,1456,373
2025-07-07,Escalations,168,705
2025-07-07,Technical Support,519,583
2025-07-08,Claims,938,461
2025-07-08,Billing,686,288
2025-07-08,Customer Service,1328,376
2025-07-08,Escalations,147,747
2025-07-08,Technical Support,485,586
2025-07-09,Claims,851,436
2025-07-09,Billing,652,261
2025-07-09,Customer Service,1206,324
2025-07-09,Escalations,153,653
2025-07-09,Technical Support,479,604
2025-07-10,Claims,888,443
2025-07-10,Billing,601,280
2025-07-10,Customer Service,1058,345
2025-07-10,Escalations,134,718
2025-07-10,Technical Support,422,616
2025-07-11,Claims,726,407
2025-07-11,Billing,536,298
2025-07-11,Customer Service,945,326
2025-07-11,Escalations,127,732
2025-07-11,Technical Support,401,624
2025-07-12,Claims,608,430
2025-07-12,Billing,424,289
2025-07-12,Customer Service,793,342
2025-07-12,Escalations,95,621
2025-07-12,Technical Support,307,610
2025-07-13,Claims,387,444
2025-07-13,Billing,332,315
2025-07-13,Customer Service,502,331
2025-07-13,Escalations,71,678
2025-07-13,Technical Support,225,555
2025-07-14,Claims,1011,427
2025-07-14,Billing,926,282
2025-07-14,Customer Service,1445,367
2025-07-14,Escalations,162,676
2025-07-14,Technical Support,523,604
2025-07-15,Claims,819,441
2025-07-15,Billing,725,281
2025-07-15,Customer Service,1258,347
2025-07-15,Escalations,181,721
2025-07-15,Technical Support,483,564
2025-07-16,Claims,863,468
2025-07-16,Billing,633,287
2025-07-16,Customer Service,1402,342
2025-07-16,Escalations,150,719
2025-07-16,Technical Support,529,580
2025-07-17,Claims,884,451
2025-07-17,Billing,659,295
2025-07-17,Customer Service,1207,352
2025-07-17,Escalations,151,617
2025-07-17,Technical Support,372,545
2025-07-18,Claims,731,464
2025-07-18,Billing,610,316
2025-07-18,Customer Service,1051,334
2025-07-18,Escalations,117,691
2025-07-18,Technical Support,394,609
2025-07-19,Claims,660,466
2025-07-19,Billing,489,270
2025-07-19,Customer Service,817,334
2025-07-19,Escalations,110,688
2025-07-19,Technical Support,299,621
2025-07-20,Claims,359,506
2025-07-20,Billing,294,297
2025-07-20,Customer Service,659,325
2025-07-20,Escalations,72,714
2025-07-20,Technical Support,216,640
2025-07-21,Claims,973,452
2025-07-21,Billing,878,286
2025-07-21,Customer Service,1590,367
2025-07-21,Escalations,207,723
2025-07-21,Technical Support,521,569
2025-07-22,Claims,978,459
2025-07-22,Billing,642,315
2025-07-22,Customer Service,1508,371
2025-07-22,Escalations,153,698
2025-07-22,Technical Support,514,589
2025-07-23,Claims,796,478
2025-07-23,Billing,636,282
2025-07-23,Customer Service,1149,358
2025-07-23,Escalations,146,652
2025-07-23,Technical Support,442,632
2025-07-24,Claims,794,444
2025-07-24,Billing,678,319
2025-07-24,Customer Service,1069,359
2025-07-24,Escalations,149,657
2025-07-24,Technical Support,483,643
2025-07-25,Claims,717,485
2025-07-25,Billing,539,313
2025-07-25,Customer Service,1036,337
2025-07-25,Escalations,144,689
2025-07-25,Technical Support,402,604
2025-07-26,Claims,557,434
2025-07-26,Billing,462,325
2025-07-26,Customer Service,749,353
2025-07-26,Escalations,108,605
2025-07-26,Technical Support,318,610
2025-07-27,Claims,405,442
2025-07-27,Billing,296,299
2025-07-27,Customer Service,545,344
2025-07-27,Escalations,76,728
2025-07-27,Technical Support,242,634
2025-07-28,Claims,946,456
2025-07-28,Billing,791,295
2025-07-28,Customer Service,1173,349
2025-07-28,Escalations,168,701
2025-07-28,Technical Support,527,576
2025-07-29,Claims,886,463
2025-07-29,Billing,676,307
2025-07-29,Customer Service,1277,377
2025-07-29,Escalations,173,744
2025-07-29,Technical Support,498,579
2025-07-30,Claims,717,468
2025-07-30,Billing,554,286
2025-07-30,Customer Service,1172,362
2025-07-30,Escalations,160,682
2025-07-30,Technical Support,361,569
2025-07-31,Claims,798,456
2025-07-31,Billing,609,260
2025-07-31,Customer Service,1304,319
2025-07-31,Escalations,142,694
2025-07-31,Technical Support,454,602
2025-08-01,Claims,740,442
2025-08-01,Billing,464,276
2025-08-01,Customer Service,1097,336
2025-08-01,Escalations,131,714
2025-08-01,Technical Support,403,617
2025-08-02,Claims,748,450
2025-08-02,Billing,363,317
2025-08-02,Customer Service,915,357
2025-08-02,Escalations,98,674
2025-08-02,Technical Support,308,592
2025-08-03,Claims,405,418
2025-08-03,Billing,301,298
2025-08-03,Customer Service,548,369
2025-08-03,Escalations,74,724
2025-08-03,Technical Support,189,642
2025-08-04,Claims,1035,443
2025-08-04,Billing,722,320
2025-08-04,Customer Service,1254,347
2025-08-04,Escalations,166,752
2025-08-04,Technical Support,569,599
2025-08-05,Claims,896,466
2025-08-05,Billing,736,322
2025-08-05,Customer Service,1244,347
2025-08-05,Escalations,175,708
2025-08-05,Technical Support,523,639
2025-08-06,Claims,981,447
2025-08-06,Billing,644,280
2025-08-06,Customer Service,1271,388
2025-08-06,Escalations,152,684
2025-08-06,Technical Support,499,605
2025-08-07,Claims,767,476
2025-08-07,Billing,659,291
2025-08-07,Customer Service,1131,332
2025-08-07,Escalations,143,709
2025-08-07,Technical Support,434,546
2025-08-08,Claims,747,444
2025-08-08,Billing,555,304
2025-08-08,Customer Service,1052,345
2025-08-08,Escalations,146,646
2025-08-08,Technical Support,418,648
2025-08-09,Claims,609,452
2025-08-09,Billing,420,321
2025-08-09,Customer Service,747,345
2025-08-09,Escalations,108,669
2025-08-09,Technical Support,323,608
2025-08-10,Claims,455,445
2025-08-10,Billing,296,282
2025-08-10,Customer Service,564,376
2025-08-10,Escalations,62,678
2025-08-10,Technical Support,209,545
2025-08-11,Claims,1055,480
2025-08-11,Billing,719,292
2025-08-11,Customer Service,1450,339
2025-08-11,Escalations,170,638
2025-08-11,Technical Support,531,652
2025-08-12,Claims,850,421
2025-08-12,Billing,721,301
2025-08-12,Customer Service,1006,366
2025-08-12,Escalations,163,715
2025-08-12,Technical Support,431,598
2025-08-13,Claims,938,412
2025-08-13,Billing,695,288
2025-08-13,Customer Service,1252,353
2025-08-13,Escalations,169,672
2025-08-13,Technical Support,418,606
2025-08-14,Claims,928,465
2025-08-14,Billing,669,314
2025-08-14,Customer Service,1128,329
2025-08-14,Escalations,157,777
2025-08-14,Technical Support,393,623
2025-08-15,Claims,685,450
2025-08-15,Billing,533,316
2025-08-15,Customer Service,991,391
2025-08-15,Escalations,118,650
2025-08-15,Technical Support,426,593
2025-08-16,Claims,558,396
2025-08-16,Billing,448,303
2025-08-16,Customer Service,768,356
2025-08-16,Escalations,86,699
2025-08-16,Technical Support,308,580
2025-08-17,Claims,345,404
2025-08-17,Billing,310,306
2025-08-17,Customer Service,512,375
2025-08-17,Escalations,83,679
2025-08-17,Technical Support,231,613
2025-08-18,Claims,986,415
2025-08-18,Billing,823,307
2025-08-18,Customer Service,1287,343
2025-08-18,Escalations,180,673
2025-08-18,Technical Support,526,577
2025-08-19,Claims,957,441
2025-08-19,Billing,790,306
2025-08-19,Customer Service,1401,327
2025-08-19,Escalations,169,686
2025-08-19,Technical Support,430,599
2025-08-20,Claims,790,425
2025-08-20,Billing,648,327
2025-08-20,Customer Service,1217,335
2025-08-20,Escalations,137,677
2025-08-20,Technical Support,540,571
2025-08-21,Claims,914,490
2025-08-21,Billing,653,308
2025-08-21,Customer Service,1157,334
2025-08-21,Escalations,141,739
2025-08-21,Technical Support,399,606
2025-08-22,Claims,738,456
2025-08-22,Billing,573,295
2025-08-22,Customer Service,933,337
2025-08-22,Escalations,133,712
2025-08-22,Technical Support,384,584
2025-08-23,Claims,484,491
2025-08-23,Billing,406,281
2025-08-23,Customer Service,779,377
2025-08-23,Escalations,116,696
2025-08-23,Technical Support,316,609
2025-08-24,Claims,364,469
2025-08-24,Billing,324,291
2025-08-24,Customer Service,504,365
2025-08-24,Escalations,78,605
2025-08-24,Technical Support,208,578
2025-08-25,Claims,971,429
2025-08-25,Billing,828,281
2025-08-25,Customer Service,1239,346
2025-08-25,Escalations,153,714
2025-08-25,Technical Support,494,621
2025-08-26,Claims,1016,455
2025-08-26,Billing,630,290
2025-08-26,Customer Service,1024,356
2025-08-26,Escalations,160,704
2025-08-26,Technical Support,518,628
2025-08-27,Claims,939,467
2025-08-27,Billing,631,300
2025-08-27,Customer Service,1169,334
2025-08-27,Escalations,165,677
2025-08-27,Technical Support,386,584
2025-08-28,Claims,790,443
2025-08-28,Billing,633,304
2025-08-28,Customer Service,1193,363
2025-08-28,Escalations,138,698
2025-08-28,Technical Support,433,600
2025-08-29,Claims,588,453
2025-08-29,Billing,532,292
2025-08-29,Customer Service,1074,334
2025-08-29,Escalations,119,639
2025-08-29,Technical Support,391,579
2025-08-30,Claims,591,461
2025-08-30,Billing,425,289
2025-08-30,Customer Service,817,346
2025-08-30,Escalations,93,716
2025-08-30,Technical Support,297,616
2025-08-31,Claims,428,426
2025-08-31,Billing,316,315
2025-08-31,Customer Service,549,370
2025-08-31,Escalations,73,660
2025-08-31,Technical Support,228,575
2025-09-01,Claims,982,477
2025-09-01,Billing,982,298
2025-09-01,Customer Service,1614,311
2025-09-01,Escalations,214,651
2025-09-01,Technical Support,682,593
2025-09-02,Claims,1003,424
2025-09-02,Billing,812,294
2025-09-02,Customer Service,1553,351
2025-09-02,Escalations,186,751
2025-09-02,Technical Support,679,591
2025-09-03,Claims,958,474
2025-09-03,Billing,751,321
2025-09-03,Customer Service,1476,375
2025-09-03,Escalations,164,710
2025-09-03,Technical Support,527,541
2025-09-04,Claims,1004,460
2025-09-04,Billing,729,316
2025-09-04,Customer Service,1372,349
2025-09-04,Escalations,166,761
2025-09-04,Technical Support,456,626
2025-09-05,Claims,904,463
2025-09-05,Billing,769,316
2025-09-05,Customer Service,1246,356
2025-09-05,Escalations,158,613
2025-09-05,Technical Support,493,585
2025-09-06,Claims,616,477
2025-09-06,Billing,596,288
2025-09-06,Customer Service,984,346
2025-09-06,Escalations,137,663
2025-09-06,Technical Support,342,654
2025-09-07,Claims,561,488
2025-09-07,Billing,398,287
2025-09-07,Customer Service,722,353
2025-09-07,Escalations,88,676
2025-09-07,Technical Support,254,618
2025-09-08,Claims,1289,461
2025-09-08,Billing,909,312
2025-09-08,Customer Service,1399,356
2025-09-08,Escalations,189,803
2025-09-08,Technical Support,613,569
2025-09-09,Claims,1155,412
2025-09-09,Billing,858,294
2025-09-09,Customer Service,1746,323
2025-09-09,Escalations,168,648
2025-09-09,Technical Support,603,570
2025-09-10,Claims,879,429
2025-09-10,Billing,835,286
2025-09-10,Customer Service,1442,359
2025-09-10,Escalations,188,682
2025-09-10,Technical Support,507,595
2025-09-11,Claims,1081,470
2025-09-11,Billing,812,289
2025-09-11,Customer Service,1448,345
2025-09-11,Escalations,171,713
2025-09-11,Technical Support,543,542
2025-09-12,Claims,832,396
2025-09-12,Billing,721,305
2025-09-12,Customer Service,1410,359
2025-09-12,Escalations,169,772
2025-09-12,Technical Support,440,605
2025-09-13,Claims,706,468
2025-09-13,Billing,471,297
2025-09-13,Customer Service,1013,355
2025-09-13,Escalations,125,758
2025-09-13,Technical Support,309,536
2025-09-14,Claims,445,459
2025-09-14,Billing,366,332
2025-09-14,Customer Service,675,355
2025-09-14,Escalations,78,758
2025-09-14,Technical Support,268,581
2025-09-15,Claims,1200,449
2025-09-15,Billing,886,301
2025-09-15,Customer Service,1561,311
2025-09-15,Escalations,225,659
2025-09-15,Technical Support,705,567
2025-09-16,Claims,1084,468
2025-09-16,Billing,820,313
2025-09-16,Customer Service,1655,356
2025-09-16,Escalations,193,729
2025-09-16,Technical Support,590,595
2025-09-17,Claims,1091,477
2025-09-17,Billing,667,300
2025-09-17,Customer Service,1607,351
2025-09-17,Escalations,183,691
2025-09-17,Technical Support,527,621
2025-09-18,Claims,974,441
2025-09-18,Billing,748,315
2025-09-18,Customer Service,1193,330
2025-09-18,Escalations,194,662
2025-09-18,Technical Support,521,621
2025-09-19,Claims,914,448
2025-09-19,Billing,727,293
2025-09-19,Customer Service,1145,366
2025-09-19,Escalations,162,679
2025-09-19,Technical Support,457,594
2025-09-20,Claims,733,481
2025-09-20,Billing,436,323
2025-09-20,Customer Service,962,378
2025-09-20,Escalations,115,690
2025-09-20,Technical Support,376,637
2025-09-21,Claims,509,429
2025-09-21,Billing,354,286
2025-09-21,Customer Service,653,309
2025-09-21,Escalations,86,759
2025-09-21,Technical Support,241,574
2025-09-22,Claims,1257,447
2025-09-22,Billing,874,286
2025-09-22,Customer Service,1276,362
2025-09-22,Escalations,202,687
2025-09-22,Technical Support,572,561
2025-09-23,Claims,981,460
2025-09-23,Billing,778,278
2025-09-23,Customer Service,1607,335
2025-09-23,Escalations,220,626
2025-09-23,Technical Support,612,557
2025-09-24,Claims,981,454
2025-09-24,Billing,817,271
2025-09-24,Customer Service,1401,324
2025-09-24,Escalations,172,700
2025-09-24,Technical Support,495,584
2025-09-25,Claims,844,495
2025-09-25,Billing,727,328
2025-09-25,Customer Service,1403,335
2025-09-25,Escalations,172,719
2025-09-25,Technical Support,502,622
2025-09-26,Claims,817,437
2025-09-26,Billing,709,278
2025-09-26,Customer Service,1116,350
2025-09-26,Escalations,166,694
2025-09-26,Technical Support,430,587
2025-09-27,Claims,646,460
2025-09-27,Billing,464,289
2025-09-27,Customer Service,931,330
2025-09-27,Escalations,131,704
2025-09-27,Technical Support,379,612
2025-09-28,Claims,529,424
2025-09-28,Billing,391,314
2025-09-28,Customer Service,632,319
2025-09-28,Escalations,84,680
2025-09-28,Technical Support,244,592
2025-09-29,Claims,1304,436
2025-09-29,Billing,815,292
2025-09-29,Customer Service,1783,383
2025-09-29,Escalations,223,670
2025-09-29,Technical Support,715,673
2025-09-30,Claims,1092,460
2025-09-30,Billing,913,301
2025-09-30,Customer Service,1886,358
2025-09-30,Escalations,189,789
2025-09-30,Technical Support,524,570
2025-10-01,Claims,909,425
2025-10-01,Billing,864,289
2025-10-01,Customer Service,1282,351
2025-10-01,Escalations,183,640
2025-10-01,Technical Support,586,601
2025-10-02,Claims,1034,488
2025-10-02,Billing,806,302
2025-10-02,Customer Service,1464,345
2025-10-02,Escalations,198,678
2025-10-02,Technical Support,498,627
2025-10-03,Claims,867,431
2025-10-03,Billing,658,328
2025-10-03,Customer Service,1380,384
2025-10-03,Escalations,173,709
2025-10-03,Technical Support,503,600
2025-10-04,Claims,781,473
2025-10-04,Billing,494,316
2025-10-04,Customer Service,1141,336
2025-10-04,Escalations,141,682
2025-10-04,Technical Support,400,560
2025-10-05,Claims,582,459
2025-10-05,Billing,338,310
2025-10-05,Customer Service,689,326
2025-10-05,Escalations,85,684
2025-10-05,Technical Support,285,560
2025-10-06,Claims,1120,430
2025-10-06,Billing,992,308
2025-10-06,Customer Service,1916,337
2025-10-06,Escalations,228,689
2025-10-06,Technical Support,662,551
2025-10-07,Claims,1079,454
2025-10-07,Billing,836,299
2025-10-07,Customer Service,1820,337
2025-10-07,Escalations,220,693
2025-10-07,Technical Support,619,605
2025-10-08,Claims,1034,432
2025-10-08,Billing,686,278
2025-10-08,Customer Service,1382,382
2025-10-08,Escalations,218,678
2025-10-08,Technical Support,509,597
2025-10-09,Claims,1035,473
2025-10-09,Billing,842,353
2025-10-09,Customer Service,1295,328
2025-10-09,Escalations,183,716
2025-10-09,Technical Support,580,579
2025-10-10,Claims,918,438
2025-10-10,Billing,863,289
2025-10-10,Customer Service,1122,330
2025-10-10,Escalations,176,699
2025-10-10,Technical Support,479,556
2025-10-11,Claims,758,471
2025-10-11,Billing,565,301
2025-10-11,Customer Service,949,357
2025-10-11,Escalations,128,684
2025-10-11,Technical Support,322,589
2025-10-12,Claims,534,456
2025-10-12,Billing,399,283
2025-10-12,Customer Service,757,344
2025-10-12,Escalations,98,670
2025-10-12,Technical Support,278,573
2025-10-13,Claims,1238,403
2025-10-13,Billing,870,320
2025-10-13,Customer Service,1629,338
2025-10-13,Escalations,236,741
2025-10-13,Technical Support,722,632
2025-10-14,Claims,1151,421
2025-10-14,Billing,900,284
2025-10-14,Customer Service,1536,395
2025-10-14,Escalations,226,761
2025-10-14,Technical Support,654,599
2025-10-15,Claims,1237,456
2025-10-15,Billing,761,291
2025-10-15,Customer Service,1466,358
2025-10-15,Escalations,193,675
2025-10-15,Technical Support,596,539
2025-10-16,Claims,1003,420
2025-10-16,Billing,726,300
2025-10-16,Customer Service,1542,330
2025-10-16,Escalations,190,698
2025-10-16,Technical Support,500,568
2025-10-17,Claims,1018,432
2025-10-17,Billing,768,313
2025-10-17,Customer Service,1310,354
2025-10-17,Escalations,163,700
2025-10-17,Technical Support,508,626
2025-10-18,Claims,665,461
2025-10-18,Billing,547,322
2025-10-18,Customer Service,835,342
2025-10-18,Escalations,135,685
2025-10-18,Technical Support,331,561
2025-10-19,Claims,572,440
2025-10-19,Billing,380,314
2025-10-19,Customer Service,708,373
2025-10-19,Escalations,86,734
2025-10-19,Technical Support,264,546
2025-10-20,Claims,1364,474
2025-10-20,Billing,750,272
2025-10-20,Customer Service,1906,366
2025-10-20,Escalations,222,687
2025-10-20,Technical Support,586,621
2025-10-21,Claims,1073,420
2025-10-21,Billing,1018,318
2025-10-21,Customer Service,1532,324
2025-10-21,Escalations,188,677
2025-10-21,Technical Support,678,570
2025-10-22,Claims,1101,411
2025-10-22,Billing,758,301
2025-10-22,Customer Service,1539,382
2025-10-22,Escalations,174,793
2025-10-22,Technical Support,617,603
2025-10-23,Claims,1108,475
2025-10-23,Billing,814,303
2025-10-23,Customer Service,1483,359
2025-10-23,Escalations,206,688
2025-10-23,Technical Support,540,606
2025-10-24,Claims,832,462
2025-10-24,Billing,728,291
2025-10-24,Customer Service,1514,349
2025-10-24,Escalations,149,698
2025-10-24,Technical Support,472,625
2025-10-25,Claims,739,426
2025-10-25,Billing,544,299
2025-10-25,Customer Service,930,383
2025-10-25,Escalations,137,741
2025-10-25,Technical Support,449,640
2025-10-26,Claims,519,451
2025-10-26,Billing,362,305
2025-10-26,Customer Service,632,368
2025-10-26,Escalations,92,755
2025-10-26,Technical Support,294,541
2025-10-27,Claims,1272,420
2025-10-27,Billing,937,320
2025-10-27,Customer Service,1649,345
2025-10-27,Escalations,197,676
2025-10-27,Technical Support,692,562
2025-10-28,Claims,1260,438
2025-10-28,Billing,787,279
2025-10-28,Customer Service,1869,387
2025-10-28,Escalations,217,699
2025-10-28,Technical Support,691,598
2025-10-29,Claims,957,463
2025-10-29,Billing,731,314
2025-10-29,Customer Service,1496,367
2025-10-29,Escalations,197,738
2025-10-29,Technical Support,649,581
2025-10-30,Claims,1079,443
2025-10-30,Billing,766,312
2025-10-30,Customer Service,1324,341
2025-10-30,Escalations,198,700
2025-10-30,Technical Support,499,612
2025-10-31,Claims,1039,468
2025-10-31,Billing,687,273
2025-10-31,Customer Service,1463,363
2025-10-31,Escalations,171,692
2025-10-31,Technical Support,481,621
2025-11-01,Claims,704,467
2025-11-01,Billing,546,324
2025-11-01,Customer Service,1072,374
2025-11-01,Escalations,130,747
2025-11-01,Technical Support,370,643
2025-11-02,Claims,518,457
2025-11-02,Billing,404,300
2025-11-02,Customer Service,615,365
2025-11-02,Escalations,96,726
2025-11-02,Technical Support,256,591
2025-11-03,Claims,1143,459
2025-11-03,Billing,833,299
2025-11-03,Customer Service,1523,335
2025-11-03,Escalations,198,745
2025-11-03,Technical Support,629,602
2025-11-04,Claims,1396,496
2025-11-04,Billing,884,276
2025-11-04,Customer Service,1728,340
2025-11-04,Escalations,220,701
2025-11-04,Technical Support,646,634
2025-11-05,Claims,1095,459
2025-11-05,Billing,762,305
2025-11-05,Customer Service,1736,330
2025-11-05,Escalations,223,660
2025-11-05,Technical Support,505,610
2025-11-06,Claims,964,419
2025-11-06,Billing,785,292
2025-11-06,Customer Service,1368,359
2025-11-06,Escalations,193,666
2025-11-06,Technical Support,523,648
2025-11-07,Claims,1108,478
2025-11-07,Billing,791,276
2025-11-07,Customer Service,1357,334
2025-11-07,Escalations,180,620
2025-11-07,Technical Support,544,577
2025-11-08,Claims,702,467
2025-11-08,Billing,525,294
2025-11-08,Customer Service,1044,358
2025-11-08,Escalations,139,647
2025-11-08,Technical Support,393,624
2025-11-09,Claims,459,438
2025-11-09,Billing,376,300
2025-11-09,Customer Service,737,348
2025-11-09,Escalations,92,655
2025-11-09,Technical Support,322,565
2025-11-10,Claims,1120,472
2025-11-10,Billing,1003,306
2025-11-10,Customer Service,1991,368
2025-11-10,Escalations,263,711
2025-11-10,Technical Support,646,604
2025-11-11,Claims,1255,411
2025-11-11,Billing,966,296
2025-11-11,Customer Service,1732,350
2025-11-11,Escalations,211,768
2025-11-11,Technical Support,662,621
2025-11-12,Claims,879,485
2025-11-12,Billing,889,309
2025-11-12,Customer Service,1573,338
2025-11-12,Escalations,191,704
2025-11-12,Technical Support,679,607
2025-11-13,Claims,994,429
2025-11-13,Billing,777,294
2025-11-13,Customer Service,1719,346
2025-11-13,Escalations,173,756
2025-11-13,Technical Support,532,538
2025-11-14,Claims,934,477
2025-11-14,Billing,772,286
2025-11-14,Customer Service,1357,326
2025-11-14,Escalations,150,741
2025-11-14,Technical Support,479,622
2025-11-15,Claims,700,478
2025-11-15,Billing,559,312
2025-11-15,Customer Service,1074,386
2025-11-15,Escalations,134,720
2025-11-15,Technical Support,334,595
2025-11-16,Claims,570,458
2025-11-16,Billing,410,319
2025-11-16,Customer Service,824,336
2025-11-16,Escalations,96,677
2025-11-16,Technical Support,303,591
2025-11-17,Claims,1308,403
2025-11-17,Billing,1068,302
2025-11-17,Customer Service,1855,317
2025-11-17,Escalations,221,702
2025-11-17,Technical Support,789,626
2025-11-18,Claims,1295,439
2025-11-18,Billing,967,325
2025-11-18,Customer Service,1532,324
2025-11-18,Escalations,191,742
2025-11-18,Technical Support,655,620
2025-11-19,Claims,1117,411
2025-11-19,Billing,803,341
2025-11-19,Customer Service,1576,349
2025-11-19,Escalations,220,669
2025-11-19,Technical Support,617,558
2025-11-20,Claims,955,445
2025-11-20,Billing,797,298
